Model,TechNode,BatchSize,Subarray,MemCell,Dataflow,Layer,Latency,Energy,Mem_Reads,Mem_Writes,L1_Accesses,L2_Accesses,DRAM_Accesses,PE_to_PE,GB_to_PE,DRAM_to_GB
resnet18,45,64,128,1,IMC,QConv2d_133564790857248,1e-05,5e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,128,1,IMC,QConv2d_133564790857392,1e-05,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,1,IMC,QConv2d_133564790856864,1e-05,5e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,128,1,IMC,QConv2d_133564790857584,1e-05,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,1,IMC,QConv2d_133564790857728,9e-06,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,1,IMC,QLinear_133564790858016,8e-06,4e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,256,2,OS,QConv2d_134499788331376,4e-06,2e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,256,2,OS,QConv2d_134499790492576,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,2,OS,QConv2d_134499792319744,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,2,OS,QConv2d_134499788330368,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,2,OS,QConv2d_134499788330128,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,2,OS,QConv2d_134499788329360,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,256,2,OS,QConv2d_134499788329024,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,256,2,OS,QConv2d_134499788329888,2e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,256,2,OS,QConv2d_134499788328688,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,256,2,OS,QConv2d_134499788328544,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,256,2,OS,QConv2d_134499788332096,2e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,45,64,256,2,OS,QConv2d_134499788332240,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,256,2,OS,QConv2d_134499788328400,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,45,64,256,2,OS,QConv2d_134499788332432,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,256,2,OS,QConv2d_134499788332576,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,256,2,OS,QConv2d_134499788333008,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,256,2,OS,QConv2d_134499788333152,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,256,2,OS,QConv2d_134499790215920,2e-06,1e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,256,2,OS,QConv2d_134499788333344,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,256,2,OS,QConv2d_134499788333488,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,256,2,OS,QLinear_134499788333728,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,128,1,RS,QConv2d_136959606118048,1e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,128,1,RS,QConv2d_136959607262432,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,1,RS,QConv2d_136959605422992,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,1,RS,QConv2d_136959606118144,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,1,RS,QConv2d_136959606117088,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,1,RS,QConv2d_136959606116320,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,128,1,RS,QConv2d_136959606116272,1e-06,0.0,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,1,RS,QConv2d_136959606117184,2e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,128,1,RS,QConv2d_136959606115936,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,1,RS,QConv2d_136959606115504,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,1,RS,QConv2d_136959606119104,1e-06,0.0,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,45,64,128,1,RS,QConv2d_136959606119248,1e-06,0.0,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,128,1,RS,QConv2d_136959606115456,1e-06,0.0,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,45,64,128,1,RS,QConv2d_136959606119440,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,128,1,RS,QConv2d_136959606119584,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,128,1,RS,QConv2d_136959606120064,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,128,1,RS,QConv2d_136959606120208,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,1,RS,QConv2d_136959606119680,1e-06,1e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,128,1,RS,QConv2d_136959606120400,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,1,RS,QConv2d_136959606120544,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,1,RS,QLinear_136959606120832,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,7,64,256,1,RS,QConv2d_137878872627088,1e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,7,64,256,1,RS,QConv2d_137878876724672,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,256,1,RS,QConv2d_137878872101120,1e-06,0.0,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,256,1,RS,QConv2d_137878872626944,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,256,1,RS,QConv2d_137878872625696,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,256,1,RS,QConv2d_137878872624928,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,7,64,256,1,RS,QConv2d_137878872624880,1e-06,0.0,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,256,1,RS,QConv2d_137878872625792,1e-06,0.0,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,7,64,256,1,RS,QConv2d_137878872624544,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,256,1,RS,QConv2d_137878872624112,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,256,1,RS,QConv2d_137878872627712,1e-06,0.0,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,7,64,256,1,RS,QConv2d_137878872627856,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,256,1,RS,QConv2d_137878872624016,1e-06,0.0,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,7,64,256,1,RS,QConv2d_137878872628048,1e-06,0.0,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,256,1,RS,QConv2d_137878872628192,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,256,1,RS,QConv2d_137878872628672,1e-06,0.0,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,7,64,256,1,RS,QConv2d_137878872628816,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,256,1,RS,QConv2d_137878872628288,1e-06,0.0,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,7,64,256,1,RS,QConv2d_137878872629008,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,256,1,RS,QConv2d_137878872629152,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,256,1,RS,QLinear_137878872629440,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,22,64,128,1,WS,QConv2d_128030110937648,2e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,22,64,128,1,WS,QConv2d_128033743893808,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,1,WS,QConv2d_128030111160064,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,1,WS,QConv2d_128030111159152,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,1,WS,QConv2d_128030111158768,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,128,1,WS,QConv2d_128030111157856,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,22,64,128,1,WS,QConv2d_128030111157808,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,128,1,WS,QConv2d_128030111158576,1e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,22,64,128,1,WS,QConv2d_128030111157472,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,128,1,WS,QConv2d_128030111160928,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,128,1,WS,QConv2d_128030111161408,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,22,64,128,1,WS,QConv2d_128030111161552,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,128,1,WS,QConv2d_128030111161024,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,22,64,128,1,WS,QConv2d_128030111161744,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,128,1,WS,QConv2d_128030111161888,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,128,1,WS,QConv2d_128030111162320,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,22,64,128,1,WS,QConv2d_128030111162464,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,128,1,WS,QConv2d_128030112193264,1e-06,0.0,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,22,64,128,1,WS,QConv2d_128030111162608,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,128,1,WS,QConv2d_128030111162752,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,128,1,WS,QLinear_128030111163040,1e-06,1e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,7,64,256,2,WS,QConv2d_127264787944880,5e-06,2e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,7,64,256,2,WS,QConv2d_127264789336224,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,256,2,WS,QConv2d_127264787945024,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,256,2,WS,QConv2d_127264787944064,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,256,2,WS,QConv2d_127264787943728,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,256,2,WS,QConv2d_127264787942864,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,7,64,256,2,WS,QConv2d_127264787942720,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,256,2,WS,QConv2d_127264787943536,1e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,7,64,256,2,WS,QConv2d_127264787942384,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,256,2,WS,QConv2d_127264787945600,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,256,2,WS,QConv2d_127264787946080,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,7,64,256,2,WS,QConv2d_127264787946224,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,256,2,WS,QConv2d_127264787945696,2e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,7,64,256,2,WS,QConv2d_127264787946416,2e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,256,2,WS,QConv2d_127264787946560,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,256,2,WS,QConv2d_127264787947040,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,7,64,256,2,WS,QConv2d_127264787947184,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,256,2,WS,QConv2d_127264787946656,1e-06,1e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,7,64,256,2,WS,QConv2d_127264787947376,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,256,2,WS,QConv2d_127264787947520,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,256,2,WS,QLinear_127264787947760,1e-06,1e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,64,2,IMC,QConv2d_125584449067808,1.9e-05,9e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,64,2,IMC,QConv2d_125584449605792,3.4e-05,1.7e-05,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,2,IMC,QConv2d_125584449066752,2.7e-05,1.4e-05,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,2,IMC,QConv2d_125584449066368,1.4e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,2,IMC,QConv2d_125584449066416,1.4e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,2,IMC,QConv2d_125584449065888,1.4e-05,7e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,64,2,IMC,QConv2d_125584449065456,1.2e-05,6e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,64,2,IMC,QConv2d_125584594742896,1.3e-05,6e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,64,2,IMC,QConv2d_125584449065120,1.1e-05,6e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,64,2,IMC,QConv2d_125584449065072,1.1e-05,6e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,64,2,IMC,QConv2d_125584449068432,1.1e-05,5e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,45,64,64,2,IMC,QConv2d_125584449068576,1.3e-05,6e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,2,IMC,QConv2d_125584449064880,1e-05,5e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,45,64,64,2,IMC,QConv2d_125584449068768,9e-06,5e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,2,IMC,QConv2d_125584449068912,1.1e-05,6e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,2,IMC,QConv2d_125584449069392,1e-05,5e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,64,2,IMC,QConv2d_125584449069536,1e-05,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,2,IMC,QConv2d_125584449069008,1e-05,5e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,64,2,IMC,QConv2d_125584449069728,1e-05,5e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,2,IMC,QConv2d_125584449069872,1.7e-05,8e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,2,IMC,QLinear_125584449069968,8e-06,4e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,22,64,64,1,RS,QConv2d_133024066352288,1e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,22,64,64,1,RS,QConv2d_133024064190800,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,64,1,RS,QConv2d_133024063852944,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,64,1,RS,QConv2d_133024064377568,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,64,1,RS,QConv2d_133024064377328,1e-06,0.0,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,64,1,RS,QConv2d_133024064376560,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,22,64,64,1,RS,QConv2d_133024064376224,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,64,1,RS,QConv2d_133024065414176,2e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,22,64,64,1,RS,QConv2d_133024064375888,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,64,1,RS,QConv2d_133024064375744,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,64,1,RS,QConv2d_133024064379296,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,22,64,64,1,RS,QConv2d_133024064379440,1e-06,0.0,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,64,1,RS,QConv2d_133024064378912,1e-06,0.0,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,22,64,64,1,RS,QConv2d_133024064379632,1e-06,0.0,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,64,1,RS,QConv2d_133024064379776,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,64,1,RS,QConv2d_133024064380256,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,22,64,64,1,RS,QConv2d_133024064380400,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,64,1,RS,QConv2d_133024064379872,1e-06,0.0,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,22,64,64,1,RS,QConv2d_133024064380592,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,64,1,RS,QConv2d_133024064380736,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,64,1,RS,QLinear_133024064381024,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,128,1,OS,QConv2d_123377833932368,1e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,128,1,OS,QConv2d_123377836026592,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,1,OS,QConv2d_123377834154736,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,1,OS,QConv2d_123377834153392,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,1,OS,QConv2d_123377834153440,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,1,OS,QConv2d_123377834152480,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,128,1,OS,QConv2d_123377834152432,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,1,OS,QConv2d_123377833793904,1e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,128,1,OS,QConv2d_123377834152096,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,1,OS,QConv2d_123377834151328,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,1,OS,QConv2d_123377834155504,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,45,64,128,1,OS,QConv2d_123377834155648,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,128,1,OS,QConv2d_123377834155120,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,45,64,128,1,OS,QConv2d_123377834155840,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,128,1,OS,QConv2d_123377834155984,2e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,128,1,OS,QConv2d_123377834156464,1e-06,0.0,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,128,1,OS,QConv2d_123377834156608,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,1,OS,QConv2d_123377834156080,1e-06,1e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,128,1,OS,QConv2d_123377834156800,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,1,OS,QConv2d_123377834156944,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,1,OS,QLinear_123377834157232,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,7,64,64,2,RS,QConv2d_133041749487840,1e-06,0.0,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,7,64,64,2,RS,QConv2d_133041751530992,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,64,2,RS,QConv2d_133041749332992,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,64,2,RS,QConv2d_133041749661008,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,64,2,RS,QConv2d_133041749659856,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,64,2,RS,QConv2d_133041749659376,2e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,7,64,64,2,RS,QConv2d_133041749658944,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,64,2,RS,QConv2d_133041749659952,2e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,7,64,64,2,RS,QConv2d_133041749658608,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,64,2,RS,QConv2d_133041749658560,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,64,2,RS,QConv2d_133041749661920,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,7,64,64,2,RS,QConv2d_133041749662064,2e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,64,2,RS,QConv2d_133041749658368,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,7,64,64,2,RS,QConv2d_133041749662256,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,64,2,RS,QConv2d_133041749662400,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,64,2,RS,QConv2d_133041749662736,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,7,64,64,2,RS,QConv2d_133041749662928,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,64,2,RS,QConv2d_133041749662496,1e-06,1e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,7,64,64,2,RS,QConv2d_133041749663120,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,64,2,RS,QConv2d_133041749663264,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,64,2,RS,QLinear_133041749663552,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,64,1,RS,QConv2d_137040396687296,2e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,64,1,RS,QConv2d_137040398812464,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,1,RS,QConv2d_137040406250080,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,1,RS,QConv2d_137040396164352,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,1,RS,QConv2d_137040396687392,1e-06,0.0,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,1,RS,QConv2d_137040396686000,2e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,64,1,RS,QConv2d_137040396685520,1e-06,0.0,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,64,1,RS,QConv2d_137040396686624,1e-06,0.0,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,64,1,RS,QConv2d_137040396685280,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
