Model,TechNode,BatchSize,Subarray,MemCell,Dataflow,Layer,Latency,Energy,Mem_Reads,Mem_Writes,L1_Accesses,L2_Accesses,DRAM_Accesses,PE_to_PE,GB_to_PE,DRAM_to_GB
resnet18,45,64,64,1,OS,QConv2d_125965995483232,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,1,OS,QConv2d_125965995483376,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,1,OS,QConv2d_125965995483664,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,64,1,OS,QConv2d_125965995483904,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,1,OS,QConv2d_125965998810528,1e-06,1e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,64,1,OS,QConv2d_125965995484096,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,1,OS,QConv2d_125965995484240,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,1,OS,QLinear_125965995484528,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,7,64,64,1,RS,QConv2d_127360356160944,7e-06,3e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,7,64,64,1,RS,QConv2d_127360510428224,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,64,1,RS,QConv2d_127360361807600,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,64,1,RS,QConv2d_127360355635600,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,64,1,RS,QConv2d_127360356160176,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,64,1,RS,QConv2d_127360356159792,2e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,7,64,64,1,RS,QConv2d_127360356159456,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,64,1,RS,QConv2d_127360357178240,1e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,7,64,64,1,RS,QConv2d_127360356159120,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,64,1,RS,QConv2d_127360356158688,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,64,1,RS,QConv2d_127360356161856,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,7,64,64,1,RS,QConv2d_127360356162000,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,64,1,RS,QConv2d_127360356158592,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,7,64,64,1,RS,QConv2d_127360356162192,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,64,1,RS,QConv2d_127360356162336,2e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,64,1,RS,QConv2d_127360356162816,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,7,64,64,1,RS,QConv2d_127360356162960,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,64,1,RS,QConv2d_127360356162432,1e-06,1e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,7,64,64,1,RS,QConv2d_127360356163152,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,64,1,RS,QConv2d_127360356163296,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,64,1,RS,QLinear_127360356163584,1e-06,1e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,128,2,WS,QConv2d_135350466500256,2e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,128,2,WS,QConv2d_135350466155520,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,2,WS,QConv2d_135350466499824,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,2,WS,QConv2d_135350466499008,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,2,WS,QConv2d_135350466498624,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,2,WS,QConv2d_135350466498000,2e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,128,2,WS,QConv2d_135350466497616,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,2,WS,QConv2d_135350466156960,1e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,128,2,WS,QConv2d_135350466497280,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,2,WS,QConv2d_135350466500688,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,2,WS,QConv2d_135350466501168,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,45,64,128,2,WS,QConv2d_135350466501312,2e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,128,2,WS,QConv2d_135350466500784,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,45,64,128,2,WS,QConv2d_135350466501504,1e-06,0.0,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,128,2,WS,QConv2d_135350466501648,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,128,2,WS,QConv2d_135350466502128,1e-06,0.0,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,128,2,WS,QConv2d_135350466502272,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,2,WS,QConv2d_135350466501744,1e-06,1e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,128,2,WS,QConv2d_135350466502464,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,2,WS,QConv2d_135350466502608,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,2,WS,QLinear_135350466502896,1e-06,1e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,22,64,256,1,WS,QConv2d_134601221264816,1e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,22,64,256,1,WS,QConv2d_134601230843392,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,256,1,WS,QConv2d_134601228756000,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,256,1,WS,QConv2d_134601221264096,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,256,1,WS,QConv2d_134601221264048,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,22,64,256,1,WS,QConv2d_134601221263088,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,22,64,256,1,WS,QConv2d_134601221263040,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,256,1,WS,QConv2d_134601222298496,1e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,22,64,256,1,WS,QConv2d_134601221262704,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,256,1,WS,QConv2d_134601221262320,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,22,64,256,1,WS,QConv2d_134601221265920,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,22,64,256,1,WS,QConv2d_134601221266064,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,256,1,WS,QConv2d_134601221265536,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,22,64,256,1,WS,QConv2d_134601221266256,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,256,1,WS,QConv2d_134601221266400,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,22,64,256,1,WS,QConv2d_134601221266832,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,22,64,256,1,WS,QConv2d_134601221266976,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,256,1,WS,QConv2d_134601221266496,1e-06,0.0,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,22,64,256,1,WS,QConv2d_134601221267168,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,256,1,WS,QConv2d_134601221267312,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,22,64,256,1,WS,QLinear_134601221267600,1e-06,1e-06,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,256,2,RS,QConv2d_139635621254768,2e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,256,2,RS,QConv2d_139635764547504,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,2,RS,QConv2d_139635621254912,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,2,RS,QConv2d_139635621253952,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,2,RS,QConv2d_139635621253616,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,256,2,RS,QConv2d_139635621252752,2e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,256,2,RS,QConv2d_139635621252608,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,256,2,RS,QConv2d_139635621253424,1e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,256,2,RS,QConv2d_139635621252272,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,256,2,RS,QConv2d_139635621255536,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,256,2,RS,QConv2d_139635621256016,1e-06,0.0,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,45,64,256,2,RS,QConv2d_139635621256160,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,256,2,RS,QConv2d_139635621255632,1e-06,0.0,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,45,64,256,2,RS,QConv2d_139635621256352,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,256,2,RS,QConv2d_139635621256496,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,256,2,RS,QConv2d_139635621256976,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,256,2,RS,QConv2d_139635621257120,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,256,2,RS,QConv2d_139635621256592,1e-06,0.0,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,256,2,RS,QConv2d_139635621257312,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,256,2,RS,QConv2d_139635621257456,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,256,2,RS,QLinear_139635621257552,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,128,2,RS,QConv2d_129670416119232,1e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,128,2,RS,QConv2d_129670415981824,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,2,RS,QConv2d_129670420438896,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,2,RS,QConv2d_129670416324832,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,2,RS,QConv2d_129670416323872,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,2,RS,QConv2d_129670416323104,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,128,2,RS,QConv2d_129670416322960,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,2,RS,QConv2d_129670416323632,2e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,128,2,RS,QConv2d_129670416322672,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,2,RS,QConv2d_129670416322288,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,2,RS,QConv2d_129670416325696,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,45,64,128,2,RS,QConv2d_129670416325840,1e-06,0.0,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,128,2,RS,QConv2d_129670416322144,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,45,64,128,2,RS,QConv2d_129670416326032,1e-06,0.0,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,128,2,RS,QConv2d_129670416326176,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,128,2,RS,QConv2d_129670416326656,1e-06,0.0,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,128,2,RS,QConv2d_129670416326800,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,2,RS,QConv2d_129670416326272,1e-06,0.0,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,128,2,RS,QConv2d_129670416326992,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,2,RS,QConv2d_129670416327136,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,128,2,RS,QLinear_129670416327424,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,7,64,64,1,WS,QConv2d_138522310302832,2e-05,1e-05,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,7,64,64,1,WS,QConv2d_138522312433472,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,64,1,WS,QConv2d_138522308096848,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,64,1,WS,QConv2d_138522308302688,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,64,1,WS,QConv2d_138522308301824,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,7,64,64,1,WS,QConv2d_138522308301296,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,7,64,64,1,WS,QConv2d_138522308300960,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,64,1,WS,QConv2d_138522307959872,1e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,7,64,64,1,WS,QConv2d_138522308300672,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,64,1,WS,QConv2d_138522308300288,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,7,64,64,1,WS,QConv2d_138522308303552,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,7,64,64,1,WS,QConv2d_138522308303696,2e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,64,1,WS,QConv2d_138522308300048,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,7,64,64,1,WS,QConv2d_138522308303888,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,64,1,WS,QConv2d_138522308304032,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,7,64,64,1,WS,QConv2d_138522308304512,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,7,64,64,1,WS,QConv2d_138522308304656,1e-06,0.0,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,64,1,WS,QConv2d_138522308304128,1e-06,1e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,7,64,64,1,WS,QConv2d_138522308304848,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,64,1,WS,QConv2d_138522308304992,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,7,64,64,1,WS,QLinear_138522308305280,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,64,2,WS,QConv2d_123402244986960,1e-06,1e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,64,2,WS,QConv2d_123402246947856,2e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,2,WS,QConv2d_123402244643904,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,2,WS,QConv2d_123402244987104,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,2,WS,QConv2d_123402244986240,1e-06,1e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,64,2,WS,QConv2d_123402244985424,1e-06,1e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,64,2,WS,QConv2d_123402244984992,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,64,2,WS,QConv2d_123402244986096,2e-06,1e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,64,2,WS,QConv2d_123402244984656,1e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,64,2,WS,QConv2d_123402244984608,2e-06,1e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,64,2,WS,QConv2d_123402244987920,1e-06,1e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,45,64,64,2,WS,QConv2d_123402244988064,1e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,2,WS,QConv2d_123402244984416,1e-06,1e-06,6455296,3211264,3227648,2151765,645529,802816,1605632,535210
resnet18,45,64,64,2,WS,QConv2d_123402244988256,3e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,2,WS,QConv2d_123402244988400,2e-06,1e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
resnet18,45,64,64,2,WS,QConv2d_123402244988880,1e-06,1e-06,4390912,1605632,2195456,1463637,439091,401408,802816,267605
resnet18,45,64,64,2,WS,QConv2d_123402244989024,2e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,2,WS,QConv2d_123402244988496,1e-06,1e-06,3342336,1605632,1671168,1114112,334233,401408,802816,267605
resnet18,45,64,64,2,WS,QConv2d_123402244989216,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,2,WS,QConv2d_123402244989360,1e-06,1e-06,3964928,1605632,1982464,1321642,396492,401408,802816,267605
resnet18,45,64,64,2,WS,QLinear_123402244989600,1e-06,0.0,544768,64000,272384,181589,54476,16000,32000,10666
resnet18,45,64,128,1,IMC,QConv2d_133564790855568,1.8e-05,9e-06,9643200,51380224,4821600,3214400,964320,12845056,25690112,8563370
resnet18,45,64,128,1,IMC,QConv2d_133564792839424,3.1e-05,1.5e-05,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,1,IMC,QConv2d_133564792013408,1.4e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,1,IMC,QConv2d_133564790855136,1.3e-05,7e-06,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,1,IMC,QConv2d_133564790854368,3.8e-05,1.9e-05,12881920,12845056,6440960,4293973,1288192,3211264,6422528,2140842
resnet18,45,64,128,1,IMC,QConv2d_133564790853600,1.2e-05,6e-06,12918784,6422528,6459392,4306261,1291878,1605632,3211264,1070421
resnet18,45,64,128,1,IMC,QConv2d_133564790853264,1.4e-05,7e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,1,IMC,QConv2d_133564790654400,1.2e-05,6e-06,12853248,6422528,6426624,4284416,1285324,1605632,3211264,1070421
resnet18,45,64,128,1,IMC,QConv2d_133564790852928,1.1e-05,5e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,1,IMC,QConv2d_133564790852784,1.1e-05,6e-06,6569984,6422528,3284992,2189994,656998,1605632,3211264,1070421
resnet18,45,64,128,1,IMC,QConv2d_133564790856288,1.1e-05,6e-06,6717440,3211264,3358720,2239146,671744,802816,1605632,535210
resnet18,45,64,128,1,IMC,QConv2d_133564790856432,1.3e-05,6e-06,3801088,3211264,1900544,1267029,380108,802816,1605632,535210
